Proband2_money 2312.083 1704.61083 1877.14419 2000.63547 2124.99918 1919.43069 2041.44965
Proband2_time 0 5 10 14 19 23 28
Proband1_money 2312.083 2161.1186 1975.10817
Proband1_time 0 17 26
